feature,target,spearman_rho,p_value,n,abs_rho
elongation_ratio,coh_7-14d,-0.261904761904762,0.530922861565801,8,0.261904761904762
elongation_ratio,coh_diurnal,-0.261904761904762,0.530922861565801,8,0.261904761904762
elongation_ratio,coh_long,-0.261904761904762,0.530922861565801,8,0.261904761904762
core_frac_100,coh_2-6h,-0.2454951265154914,0.5578565851821256,8,0.2454951265154914
edge_frac_100,coh_2-6h,0.2454951265154914,0.5578565851821256,8,0.2454951265154914
area_ha,att_7-14d,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
effective_width_m,att_2-6h,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
equiv_radius_m,att_7-14d,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
perimeter_m,att_6-18h,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
perimeter_to_area,att_2-6h,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
bbox_fill_ratio,att_2-7d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
bbox_fill_ratio,coh_7-14d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
bbox_fill_ratio,coh_long,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
convexity_fill,att_6-18h,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
core_frac_25,att_7-14d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
core_frac_50,att_7-14d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
distance_km,coh_2-6h,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
edge_frac_25,att_7-14d,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
edge_frac_50,att_7-14d,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
perimeter_m,att_short,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
convexity_fill,coh_2-6h,0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,att_18-30h (diurnal),-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,att_diurnal,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,coh_6-18h,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
