feature,target,spearman_rho,p_value,n,abs_rho
perimeter_m,coh_18-30h (diurnal),-0.6190476190476191,0.1017330374542646,8,0.6190476190476191
perimeter_m,coh_diurnal,-0.6190476190476191,0.1017330374542646,8,0.6190476190476191
perimeter_m,att_18-30h (diurnal),-0.5952380952380953,0.11952980613879259,8,0.5952380952380953
perimeter_m,att_2-6h,-0.5952380952380953,0.11952980613879259,8,0.5952380952380953
perimeter_m,att_diurnal,-0.5952380952380953,0.11952980613879259,8,0.5952380952380953
perimeter_m,coh_2-7d,-0.5714285714285715,0.13895995716070667,8,0.5714285714285715
bbox_fill_ratio,coh_18-30h (diurnal),0.5476190476190477,0.1600256425388966,8,0.5476190476190477
bbox_fill_ratio,coh_diurnal,0.5476190476190477,0.1600256425388966,8,0.5476190476190477
perimeter_m,coh_7-14d,-0.5476190476190477,0.1600256425388966,8,0.5476190476190477
perimeter_m,coh_long,-0.5476190476190477,0.1600256425388966,8,0.5476190476190477
convexity_fill,coh_7-14d,0.4761904761904762,0.23293553465009798,8,0.4761904761904762
convexity_fill,coh_long,0.4761904761904762,0.23293553465009798,8,0.4761904761904762
core_frac_25,att_2-6h,-0.4761904761904762,0.23293553465009798,8,0.4761904761904762
core_frac_50,att_2-6h,-0.4761904761904762,0.23293553465009798,8,0.4761904761904762
edge_frac_25,att_2-6h,0.4761904761904762,0.23293553465009798,8,0.4761904761904762
edge_frac_50,att_2-6h,0.4761904761904762,0.23293553465009798,8,0.4761904761904762
compactness_polsby,att_2-7d,0.4523809523809524,0.260404767436885,8,0.4523809523809524
compactness_polsby,coh_2-7d,0.4523809523809524,0.260404767436885,8,0.4523809523809524
convexity_fill,coh_2-7d,0.4523809523809524,0.260404767436885,8,0.4523809523809524
perimeter_m,att_short,-0.4523809523809524,0.260404767436885,8,0.4523809523809524
area_ha,att_2-6h,-0.4285714285714286,0.2894032248467901,8,0.4285714285714286
equiv_radius_m,att_2-6h,-0.4285714285714286,0.2894032248467901,8,0.4285714285714286
perimeter_m,att_6-18h,-0.4285714285714286,0.2894032248467901,8,0.4285714285714286
core_frac_100,att_2-6h,-0.4058770315454729,0.3184283380810326,8,0.4058770315454729
edge_frac_100,att_2-6h,0.4058770315454729,0.3184283380810326,8,0.4058770315454729
bbox_fill_ratio,coh_2-7d,0.4047619047619048,0.3198886412288162,8,0.4047619047619048
compactness_polsby,att_18-30h (diurnal),0.4047619047619048,0.3198886412288162,8,0.4047619047619048
compactness_polsby,att_diurnal,0.4047619047619048,0.3198886412288162,8,0.4047619047619048
area_ha,coh_7-14d,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
area_ha,coh_long,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
equiv_radius_m,coh_7-14d,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
equiv_radius_m,coh_long,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
perimeter_m,att_2-7d,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
perimeter_m,att_7-14d,-0.38095238095238104,0.35181255311756476,8,0.38095238095238104
core_frac_25,coh_6-18h,-0.3571428571428572,0.38512064355625636,8,0.3571428571428572
core_frac_25,coh_short,-0.3571428571428572,0.38512064355625636,8,0.3571428571428572
core_frac_50,coh_6-18h,-0.3571428571428572,0.38512064355625636,8,0.3571428571428572
core_frac_50,coh_short,-0.3571428571428572,0.38512064355625636,8,0.3571428571428572
edge_frac_25,coh_6-18h,0.3571428571428572,0.38512064355625636,8,0.3571428571428572
edge_frac_25,coh_short,0.3571428571428572,0.38512064355625636,8,0.3571428571428572
edge_frac_50,coh_6-18h,0.3571428571428572,0.38512064355625636,8,0.3571428571428572
edge_frac_50,coh_short,0.3571428571428572,0.38512064355625636,8,0.3571428571428572
perimeter_m,att_long,-0.3571428571428572,0.38512064355625636,8,0.3571428571428572
compactness_polsby,att_long,0.3333333333333334,0.4197530864197531,8,0.3333333333333334
compactness_polsby,coh_6-18h,-0.3333333333333334,0.4197530864197531,8,0.3333333333333334
compactness_polsby,coh_7-14d,0.3333333333333334,0.4197530864197531,8,0.3333333333333334
compactness_polsby,coh_long,0.3333333333333334,0.4197530864197531,8,0.3333333333333334
compactness_polsby,coh_short,-0.3333333333333334,0.4197530864197531,8,0.3333333333333334
convexity_fill,coh_18-30h (diurnal),0.3333333333333334,0.4197530864197531,8,0.3333333333333334
convexity_fill,coh_diurnal,0.3333333333333334,0.4197530864197531,8,0.3333333333333334
effective_width_m,att_2-6h,-0.3333333333333334,0.4197530864197531,8,0.3333333333333334
perimeter_to_area,att_2-6h,0.3333333333333334,0.4197530864197531,8,0.3333333333333334
area_ha,att_18-30h (diurnal),-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
area_ha,att_diurnal,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
area_ha,att_short,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
area_ha,coh_2-7d,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
compactness_polsby,att_6-18h,0.30952380952380953,0.4556448907375822,8,0.30952380952380953
compactness_polsby,coh_18-30h (diurnal),0.30952380952380953,0.4556448907375822,8,0.30952380952380953
compactness_polsby,coh_diurnal,0.30952380952380953,0.4556448907375822,8,0.30952380952380953
distance_km,att_2-6h,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
equiv_radius_m,att_18-30h (diurnal),-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
equiv_radius_m,att_diurnal,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
equiv_radius_m,att_short,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
equiv_radius_m,coh_2-7d,-0.30952380952380953,0.4556448907375822,8,0.30952380952380953
core_frac_100,coh_7-14d,-0.30440777365910465,0.46351482276160727,8,0.30440777365910465
core_frac_100,coh_long,-0.30440777365910465,0.46351482276160727,8,0.30440777365910465
edge_frac_100,coh_7-14d,0.30440777365910465,0.46351482276160727,8,0.30440777365910465
edge_frac_100,coh_long,0.30440777365910465,0.46351482276160727,8,0.30440777365910465
core_frac_100,att_7-14d,-0.2917241164233086,0.4832582080284804,8,0.2917241164233086
edge_frac_100,att_7-14d,0.2917241164233086,0.4832582080284804,8,0.2917241164233086
bbox_fill_ratio,att_18-30h (diurnal),0.28571428571428575,0.4927262450169573,8,0.28571428571428575
bbox_fill_ratio,att_diurnal,0.28571428571428575,0.4927262450169573,8,0.28571428571428575
bbox_fill_ratio,coh_7-14d,0.28571428571428575,0.4927262450169573,8,0.28571428571428575
bbox_fill_ratio,coh_long,0.28571428571428575,0.4927262450169573,8,0.28571428571428575
compactness_polsby,att_7-14d,0.28571428571428575,0.4927262450169573,8,0.28571428571428575
convexity_fill,att_6-18h,0.28571428571428575,0.4927262450169573,8,0.28571428571428575
elongation_ratio,coh_2-6h,-0.28571428571428575,0.4927262450169573,8,0.28571428571428575
perimeter_m,coh_2-6h,-0.28571428571428575,0.4927262450169573,8,0.28571428571428575
core_frac_100,att_short,-0.26635680195171657,0.523699417576859,8,0.26635680195171657
edge_frac_100,att_short,0.26635680195171657,0.523699417576859,8,0.26635680195171657
area_ha,att_6-18h,-0.261904761904762,0.530922861565801,8,0.261904761904762
area_ha,coh_18-30h (diurnal),-0.261904761904762,0.530922861565801,8,0.261904761904762
area_ha,coh_diurnal,-0.261904761904762,0.530922861565801,8,0.261904761904762
compactness_polsby,att_short,0.261904761904762,0.530922861565801,8,0.261904761904762
convexity_fill,att_long,0.261904761904762,0.530922861565801,8,0.261904761904762
effective_width_m,coh_6-18h,-0.261904761904762,0.530922861565801,8,0.261904761904762
effective_width_m,coh_short,-0.261904761904762,0.530922861565801,8,0.261904761904762
equiv_radius_m,att_6-18h,-0.261904761904762,0.530922861565801,8,0.261904761904762
equiv_radius_m,coh_18-30h (diurnal),-0.261904761904762,0.530922861565801,8,0.261904761904762
equiv_radius_m,coh_diurnal,-0.261904761904762,0.530922861565801,8,0.261904761904762
perimeter_to_area,coh_6-18h,0.261904761904762,0.530922861565801,8,0.261904761904762
perimeter_to_area,coh_short,0.261904761904762,0.530922861565801,8,0.261904761904762
area_ha,att_7-14d,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
bbox_fill_ratio,coh_2-6h,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
convexity_fill,att_2-7d,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
convexity_fill,att_short,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
convexity_fill,coh_2-6h,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
core_frac_25,coh_2-6h,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
core_frac_50,coh_2-6h,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
edge_frac_25,coh_2-6h,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
edge_frac_50,coh_2-6h,0.2380952380952381,0.5701563208157683,8,0.2380952380952381
elongation_ratio,coh_18-30h (diurnal),-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
elongation_ratio,coh_diurnal,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
equiv_radius_m,att_7-14d,-0.2380952380952381,0.5701563208157683,8,0.2380952380952381
core_frac_100,att_long,-0.21562217300853245,0.6080647738950007,8,0.21562217300853245
edge_frac_100,att_long,0.21562217300853245,0.6080647738950007,8,0.21562217300853245
bbox_fill_ratio,att_2-7d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
convexity_fill,att_7-14d,0.2142857142857143,0.6103444156452669,8,0.2142857142857143
distance_km,coh_2-6h,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
perimeter_m,coh_6-18h,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
perimeter_m,coh_short,-0.2142857142857143,0.6103444156452669,8,0.2142857142857143
area_ha,att_long,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
area_ha,coh_6-18h,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
area_ha,coh_short,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,att_18-30h (diurnal),-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,att_diurnal,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,coh_6-18h,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
distance_km,coh_short,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
equiv_radius_m,att_long,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
equiv_radius_m,coh_6-18h,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
equiv_radius_m,coh_short,-0.19047619047619052,0.6514014957024814,8,0.19047619047619052
core_frac_100,att_6-18h,-0.1902548585369404,0.6517869598802648,8,0.1902548585369404
edge_frac_100,att_6-18h,0.1902548585369404,0.6517869598802648,8,0.1902548585369404
core_frac_100,att_18-30h (diurnal),-0.1775712013011444,0.6739866569975665,8,0.1775712013011444
core_frac_100,att_diurnal,-0.1775712013011444,0.6739866569975665,8,0.1775712013011444
core_frac_100,coh_6-18h,-0.1775712013011444,0.6739866569975665,8,0.1775712013011444
core_frac_100,coh_short,-0.1775712013011444,0.6739866569975665,8,0.1775712013011444
edge_frac_100,att_18-30h (diurnal),0.1775712013011444,0.6739866569975665,8,0.1775712013011444
edge_frac_100,att_diurnal,0.1775712013011444,0.6739866569975665,8,0.1775712013011444
edge_frac_100,coh_6-18h,0.1775712013011444,0.6739866569975665,8,0.1775712013011444
edge_frac_100,coh_short,0.1775712013011444,0.6739866569975665,8,0.1775712013011444
convexity_fill,att_18-30h (diurnal),0.1666666666666667,0.693238811728395,8,0.1666666666666667
convexity_fill,att_diurnal,0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_25,att_short,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_25,coh_18-30h (diurnal),-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_25,coh_7-14d,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_25,coh_diurnal,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_25,coh_long,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_50,att_short,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_50,coh_18-30h (diurnal),-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_50,coh_7-14d,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_50,coh_diurnal,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_50,coh_long,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_25,att_short,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_25,coh_18-30h (diurnal),0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_25,coh_7-14d,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_25,coh_diurnal,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_25,coh_long,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_50,att_short,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_50,coh_18-30h (diurnal),0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_50,coh_7-14d,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_50,coh_diurnal,0.1666666666666667,0.693238811728395,8,0.1666666666666667
edge_frac_50,coh_long,0.1666666666666667,0.693238811728395,8,0.1666666666666667
effective_width_m,coh_2-6h,-0.1666666666666667,0.693238811728395,8,0.1666666666666667
elongation_ratio,coh_7-14d,0.1666666666666667,0.693238811728395,8,0.1666666666666667
elongation_ratio,coh_long,0.1666666666666667,0.693238811728395,8,0.1666666666666667
perimeter_to_area,coh_2-6h,0.1666666666666667,0.693238811728395,8,0.1666666666666667
core_frac_100,coh_2-7d,-0.16488754406534833,0.6963938321867438,8,0.16488754406534833
edge_frac_100,coh_2-7d,0.16488754406534833,0.6963938321867438,8,0.16488754406534833
compactness_polsby,coh_2-6h,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
convexity_fill,coh_6-18h,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
convexity_fill,coh_short,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_25,att_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_25,att_7-14d,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_25,att_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_50,att_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_50,att_7-14d,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
core_frac_50,att_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_18-30h (diurnal),-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_7-14d,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_diurnal,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
distance_km,coh_long,-0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_25,att_18-30h (diurnal),0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_25,att_7-14d,0.14285714285714288,0.735764859879812,8,0.14285714285714288
edge_frac_25,att_diurnal,0.14285714285714288,0.735764859879812,8,0.14285714285714288
